node_id,bench_id,impl_id,region_id,obj_cols,obj_rows,obj_levels,obj_cells,threads,runtime
gauss3,e_runtime_by_cells,,routine,2840,2840,2840,22906304000,1,
gauss3,e_runtime_by_cells,,apply,2860,2860,2860,23393656000,1,
gauss3,e_runtime_by_cells,,routine,2860,2860,2860,23393656000,1,
gauss3,e_runtime_by_cells,,apply,2880,2880,2880,23887872000,1,
gauss3,e_runtime_by_cells,,routine,2880,2880,2880,23887872000,1,
gauss3,e_runtime_by_cells,,apply,2900,2900,2900,24389000000,1,
gauss3,e_runtime_by_cells,,routine,2900,2900,2900,24389000000,1,
gauss3,e_runtime_by_cells,,apply,2920,2920,2920,24897088000,1,
gauss3,e_runtime_by_cells,,routine,2920,2920,2920,24897088000,1,
gauss3,e_runtime_by_cells,,apply,2940,2940,2940,25412184000,1,
gauss3,e_runtime_by_cells,,routine,2940,2940,2940,25412184000,1,
gauss3,e_runtime_by_cells,,apply,2960,2960,2960,25934336000,1,
gauss3,e_runtime_by_cells,,routine,2960,2960,2960,25934336000,1,
gauss3,e_runtime_by_cells,,apply,2980,2980,2980,26463592000,1,
gauss3,e_runtime_by_cells,,routine,2980,2980,2980,26463592000,1,
gauss3,e_runtime_by_cells,,apply,3000,3000,3000,27000000000,1,
gauss3,e_runtime_by_cells,,routine,3000,3000,3000,27000000000,1,

gauss3,e_runtime_by_cells,sparse_band_matrix,apply,100,100,100,1000000,1,0.0138502
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,100,100,100,1000000,1,0.0507983
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,120,120,120,1728000,1,0.0239317
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,120,120,120,1728000,1,0.0852797
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,140,140,140,2744000,1,0.0382912
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,140,140,140,2744000,1,0.134004
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,160,160,160,4096000,1,0.0570477
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,160,160,160,4096000,1,0.203669
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,180,180,180,5832000,1,0.0802826
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,180,180,180,5832000,1,0.283496
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,200,200,200,8000000,1,0.110683
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,200,200,200,8000000,1,0.393421
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,220,220,220,10648000,1,0.147615
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,220,220,220,10648000,1,0.514132
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,240,240,240,13824000,1,0.191019
gauss3,e_runtime_by_cells,sparse_band_matrix,routine,240,240,240,13824000,1,0.671697
gauss3,e_runtime_by_cells,sparse_band_matrix,apply,260,260,260,17576000,1,0.243713
